"estimate.fixed","st_err.fixed","estimate.rand","st_err.rand"
-0.139970950631746,0.152857755650396,-0.0365537772565681,0.156115148131524
0.289326093904223,0.149663188459822,0.276644039783825,0.143528723811434
0,0.153178697498306,-0.548740001005217,0.163842146941053
0.0227256683929069,0.150753413300014,0.106710954755698,0.146150342715001
-0.0515737673832797,0.160601979692781,-0.199104915907694,0.153295900406623
0.431709823779141,0.160662138572429,0.401795379219202,0.150333608763055
0.0446353239093626,0.149402436499088,0.145605541255683,0.149791898478268
0.092669571482821,0.152260889350895,0.471420158838884,0.152985677870081
-0.33917976751078,0.156403427151135,-0.199332902620491,0.163322822766966
0.0824189464154197,0.153497055703457,-0.177930234782353,0.159654169558774
0.0466241443380639,0.15269633487292,0.0914986233733324,0.151293857403692
0.0228675472578437,0.151223326295553,0.0613689463762919,0.156701803095656
0.0673609923022696,0.149871845624312,0.103928415925993,0.152036771790409
-0.0690484718316879,0.15173961728881,-0.179202656101644,0.15478171431644
0.149029398098643,0.157752259085418,-0.237189276194676,0.158395108570574
-0.180919945331762,0.150575312881369,0,0.150748820225506
-0.221161390110219,0.152879586746799,0.222267022312714,0.149368509768402
0.206907147488804,0.147815783672552,0,0.153178697498306
0.312872321280339,0.152834258228888,-0.115119723024465,0.151816660018127
-0.177983155195356,0.154249974947537,0.376274848607915,0.147396992049099
-0.0650635933470618,0.147291207908738,0.144792434865867,0.155481441926224
0.133175203840703,0.155723432218972,-0.027101195238143,0.164630021091485
0.0113979532471058,0.150983907254979,0.0909303891903654,0.150822375572454
0.384816765788989,0.149118869706539,-0.22055190900355,0.156866959796296
0.181719115115121,0.15587353510099,0.128076561175796,0.14619045162759
0.0231599050030968,0.152187064730259,0.226313126075489,0.15073858749536
-0.149235933170695,0.151657728423873,-0.0588626728797546,0.153465750011374
0.101369632367727,0.150148644273315,-0.0489154853050053,0.156405597267489
-0.0985727947625823,0.157046735565718,0.0903732602909406,0.150358692322595
0.229146460381962,0.151691234903165,-0.0985727947625823,0.157046735565718
0.105286493673263,0.153029600055416,-0.504655087218278,0.156665369360791
0,0.154738704467504,0.269550160405424,0.14724094885641
0.155436853638002,0.149152169823571,-0.345316261417665,0.163868806400404
0.269839676284786,0.157108717165023,0.272566144305767,0.148076951913393
0.0385255655575494,0.160271942066135,-0.0978607997646241,0.156477152778464
-0.0370870686623357,0.157250213200921,0.80223904383063,0.145608574528696
0.0355521374296446,0.153960676842431,0.138175831044956,0.151869716034658
0.262866903332057,0.151601949358722,0.0849045957036436,0.145730004981776
0.327872344865916,0.151004192518555,-0.0355521374296446,0.153960676842431
0.194560218165135,0.15619796800093,0.0348532094280432,0.152439324650298
-0.0114695940107379,0.151457676815966,0.285968057574539,0.148774716559697
0.146374168985643,0.144714953894549,-0.0221851723677182,0.148949682325939
0.522806107017419,0.149098484114635,-0.162801774924636,0.164925808320066
-0.247534081558374,0.150367669360519,0.145818236617173,0.156034148431423
0.0704053468576877,0.153225077406869,-0.150146562145862,0.158345777934473
0.109710964505736,0.156221174475381,-0.011258844443172,0.150059691766826
-0.0677704841872686,0.150327204239642,0.12033731546148,0.147997836130355
-0.0114695940107379,0.151457676815966,0.278956859560911,0.149834793984709
0.113683795741051,0.150863812573417,-0.285968057574539,0.148774716559697
-0.0798053189483861,0.151039684386129,0.252467660264451,0.142423673741739
0.269738950462764,0.153605433038893,-0.010695289116748,0.14625579394945
0.29789909535305,0.149049072331729,0.284337079215788,0.148341520390433
0.197392004000453,0.157341551138103,0.0121839803444468,0.156103384628176
0.156358795546418,0.149596464704648,0.311362070055924,0.144564968603719
0.166655440049555,0.154475251738558,0.137304895392184,0.151388100308968
-0.0239446373362435,0.154744236558392,0.15923511792167,0.15097453060688
