"estimate.fixed","st_err.fixed","estimate.rand","st_err.rand"
-0.212553379580674,0.29206198140506,0.127398494355826,0.291602888605769
0.0823646084528408,0.287060035300869,-0.346634173389958,0.31632690148955
-0.0443728515429767,0.297924611957729,-0.0478926994468651,0.30952167489893
0.143787892791712,0.309876691709462,-0.17564287797465,0.296692184320457
0.124808595884169,0.288612435773933,-0.696238373129618,0.334577999566366
0.346634173389958,0.31632690148955,0.254555922205077,0.320006878032822
0.157392173751429,0.324288888675858,-0.276986783335033,0.304789045715999
0.246972129026942,0.315128142987886,0,0.332154431909686
0.646281036369453,0.298054675157841,0.691504180542417,0.289850796906368
-0.298044859487328,0.29275604818234,-0.696238373129618,0.334577999566366
0.539950608237562,0.333053920578756,-0.103184236235231,0.32137545400698
0.0808194067417088,0.284350374015863,0.100043374380206,0.316433571746465
0.263849597083683,0.297344436958406,0.17564287797465,0.296692184320457
0.498344962542382,0.290706125300895,-0.147936073827071,0.314338631789614
-0.327759108708456,0.307349994556932,0.284387176554928,0.308913104106128
0.284387176554928,0.308913104106128,-0.0898269583897935,0.299805292127421
0.0466241443380639,0.305392669745839,-0.0478926994468651,0.30952167489893
-0.147936073827071,0.314338631789614,0.0858159195848562,0.293022759004911
0.189241999638528,0.308057503215481,0.519875459285909,0.297305673324044
0.380171019570264,0.310126659329156,-0.346634173389958,0.31632690148955
0.41185119657469,0.345905255000124,0.0840265622022978,0.289946474213588
0.336799087416736,0.311675843723892,-0.344669003825392,0.294828184460424
0.284387176554928,0.308913104106128,-0.53300487106442,0.315019238152966
-0.0971637484536476,0.311835082487026,-0.189241999638528,0.308057503215481
1.05813223294414,0.324579298922149,0.656245905503436,0.281596845810176
0.35252433021242,0.298267202785425,0.646281036369453,0.298054675157841
0.846096659041569,0.306592788755354,0.431905880837078,0.295932900158982
-0.262845149304841,0.325264478228073,0.0466241443380639,0.305392669745839
0.35252433021242,0.298267202785425,-0.0454541068468168,0.301534391657332
-0.222267022312714,0.298737019536804,-0.713766467762681,0.314970394174356
-0.136451102727857,0.301829037358067,0.194560218165135,0.312395936001859
0.152455285242013,0.319131212827485,0.213574100298059,0.327466688740141
0.204190146508828,0.286199397662586,-0.133198890543321,0.298194444034879
-0.233614851181505,0.306365221790606,-0.238541631425331,0.282511469712807
-0.17564287797465,0.296692184320457,-0.204190146508828,0.286199397662586
-0.46117571512217,0.323145841395438,0.411785670910754,0.30453284270518
0,0.332154431909686,0.574587445835389,0.31369894445926
0.106619848378006,0.326697015726039,0.677267633037338,0.305865896610404
0.298044859487328,0.29275604818234,-0.0561819265466295,0.335257685300509
0.392561703272257,0.297060748408618,-0.464197581772561,0.307334960521276
-0.739610305283146,0.33313533445057,0.130188771127833,0.294791644147861
